FlyBaseID,GeneType,GeneLength (5'-3'intron included),Isoform Number,Exon Number,AverageExon Length,Average Intron Length,Average5UTR Length,Average3UTR Length,Average CDS Length,GC Content,Purine Content,CodonUsageBias ,stAI,EP1,ESI1,EP2,ESI2,EP3,ESI3,EP4,ESI4
FBgn0038923,old singleton,815,1,2,375.5,64,81,133,534,0.55679702,0.482309125,0.197675,0.4237,14.38769231,0.611648118,14.03448276,0.631944444,507,0.59527972,857,0.506773399
FBgn0019957,old singleton,1685,3,5,587,167,125.25,82,1221,0.564542484,0.509803922,0.136314,0.494,63.19871795,0.582542923,23.24137931,0.681722689,1737,0.8413887,4578,0.586010972
FBgn0040582,old singleton,1427,3,7,298.2857143,63,56.33333333,370.6666667,294,0.545454545,0.484848485,0.282807,0.4116,91.29333333,0.927835844,12.31034483,0.865714286,108,0.865384615,465,0.943892461
FBgn0038926,old singleton,2461,1,7,298.1428571,62.33333333,177,266,1641,0.53892944,0.456812652,0.103354,0.415,2.559230769,0.848844239,5.068965517,0.759398496,57,0.725274725,186,0.67816092
FBgn0260467,old singleton,1961,3,6,368.1666667,65,245.4,73,906,0.507150715,0.522552255,0.13416,0.4366,1.832051282,0.692935797,18.44827586,0.758799172,480,0.379120879,742,0.394827586
FBgn0038959,old singleton,2405,1,2,471.5,1462,165,43,567,0.496491228,0.498245614,0.19456,0.3584,1.225128205,0.902069898,4.379310345,0.686813187,53,0.853146853,123,0.942278861
FBgn0038960,old singleton,2702,1,7,333.8571429,60.83333333,96,120,2118,0.506364922,0.538896747,0.108646,0.4159,1.179487179,0.995654029,2.482758621,0.975913621,45,0.822115385,159,0.845422117
FBgn0038961,old singleton,2350,2,8,241.875,77.57142857,45.33333333,104,1692,0.502654867,0.526253687,0.102283,0.3901,10.15820513,0.449682697,4.551724138,0.81122449,268,0.716346154,644,0.518043304
FBgn0038958,old singleton,1916,1,2,717.5,481,52.5,301,1026,0.56462585,0.487852284,0.20131,0.4302,0.533846154,0.894610324,0.275862069,0.978571429,24,0.980769231,103,0.957271364
FBgn0038943,old singleton,1063,1,2,391,281,150,98,531,0.546816479,0.507490637,0.171373,0.462,3.184615385,0.990985327,52.34482759,0.998581213,967,0.965820313,1344,0.983045658
FBgn0038974,old singleton,1253,1,1,1253,0,175,241,834,0.556750299,0.53046595,0.113566,0.3594,7.932307692,0.774426785,3.931034483,0.628571429,240,0.552631579,220,0.655172414
FBgn0038968,old singleton,6436,1,2,3192,52,55,149,6177,0.477831715,0.51197411,0.0824535,0.413,4.756410256,0.788537955,4.034482759,0.912815126,183,0.668016194,316,0.713995943
FBgn0039008,old singleton,2332,2,7,203.1428571,182.3333333,145.5,126,886.5,0.538720539,0.530864198,0.12808,0.4982,4.537435897,0.869414101,6.034482759,0.785714286,347,0.525147929,807,0.756206897
FBgn0039026,old singleton,43130,6,16,868.0625,3928.285714,330.5,1351,4724.5,0.568481375,0.518815664,0.150215,0.4155,15.00051282,0.579946895,38.86206897,0.538800705,791,0.495192308,871,0.550055617
FBgn0039009,old singleton,3025,1,10,250.4,57.88888889,88,97,2316,0.510133678,0.509702458,0.135584,0.4426,0.102307692,0.944920441,0.034482759,1,8,0.987179487,14,0.793103448
FBgn0046114,old singleton,1505,2,2,1358,0,160,340,855,0.579254079,0.552447552,0.128681,0.4303,33.57128205,0.65286319,100.862069,0.723880597,4180,0.487881981,2267,0.539720646
FBgn0004395,old singleton,8210,7,14,1147.428571,338.6363636,19,2621.6,1860.428571,0.513847676,0.515825915,0.0955406,0.4403,9.395128205,0.56605954,9.310344828,0.714285714,281,0.498076923,328,0.644470868
FBgn0039112,old singleton,1118,1,4,223.5,74.66666667,106,239,546,0.595628415,0.449908925,0.133818,0.4763,72.90512821,0.689530066,57.86206897,0.636190476,3206,0.753027066,3559,0.638598443
FBgn0039110,old singleton,1898,2,3,1135.333333,129.5,115,305,1345.5,0.597037037,0.532592593,0.158142,0.484,9.742051282,0.803136748,16.62068966,0.871768707,685,0.613523573,1650,0.683269476
FBgn0028691,old singleton,2088,2,7,324.7142857,127.5,107.3333333,149,1146,0.5256745,0.520452567,0.135336,0.5117,37.89974359,0.675132102,48.62068966,0.774796447,1402,0.589102564,2799,0.743768176
FBgn0039136,old singleton,2097,3,5,699.8,129,175.4,579,729,0.573770492,0.509562842,0.114814,0.4295,11.56153846,0.516835778,28.44827586,0.790178571,666,0.504807692,2021,0.569885057
FBgn0039135,old singleton,1357,1,4,261.5,103.6666667,84,260,699,0.511396011,0.461538462,0.177319,0.4595,40.89333333,0.7113006,7.862068966,0.754926108,458,0.838286713,1023,0.701691607
FBgn0043455,old singleton,1379,2,3,483.6666667,58,288,80,696,0.500715308,0.619456366,0.150058,0.4256,8.588974359,0.544094783,29.03448276,0.645176252,576,0.586342229,752,0.688735632
FBgn0026576,old singleton,2810,3,5,1168.6,395.5,241,202,1341,0.560267857,0.48735119,0.141194,0.4509,27.41333333,0.740364607,27.24137931,0.620798319,508,0.759340659,708,0.690626518
FBgn0026317,old singleton,4348,1,7,556.5714286,75.33333333,134,325,3300,0.546472903,0.545867393,0.106978,0.4397,3.304615385,0.566128687,19.13793103,0.730769231,524,0.627158556,553,0.711279953
FBgn0039154,old singleton,3042,1,4,178,776.6666667,158,41,510,0.495126706,0.514619883,0.138916,0.437,28.0625641,0.951877154,15.34482759,0.933179724,977,0.737846154,491,0.892205158
FBgn0039167,old singleton,4088,1,1,4088,0,259,2074,1752,0.575498575,0.508831909,0.141318,0.3768,1.004871795,0.702002648,0.620689655,0.971428571,25,0.942307692,281,0.92916042
FBgn0039153,old singleton,2207,1,8,223.25,60.14285714,72,163,1548,0.472598324,0.539007092,0.113451,0.4177,4.751025641,0.462610283,2.310344828,0.736607143,109,0.689102564,160,0.666666667
FBgn0039151,old singleton,2280,2,3,1446.333333,70,90.33333333,393,1638,0.578305911,0.503960999,0.112509,0.3502,37.78923077,0.916611707,21.31034483,0.77605042,567,0.772514071,526,0.771614193
FBgn0039188,old singleton,1869,1,2,907,55,62,201,1548,0.534493875,0.552546744,0.166163,0.4021,6.443333333,0.903990693,10.93103448,0.876257545,291,0.478846154,588,0.514588859
FBgn0039175,old singleton,2220,1,5,392,65,126,64,1767,0.55480226,0.513559322,0.123102,0.4276,8.788205128,0.78108812,10.20689655,0.75,454,0.53956044,877,0.583118888
FBgn0039212,old singleton,1761,1,2,721,319,89,165,1185,0.569023569,0.569023569,0.124726,0.5063,7.595897436,0.772711708,19.48275862,0.766666667,740,0.457613815,873,0.61637931
FBgn0039217,old singleton,4651,3,6,639.6666667,511.4,253,122,2005,0.580706781,0.49904489,0.195946,0.4452,0.032307692,0.957236842,2.24137931,0.98735119,29,0.952662722,819,0.941583485
FBgn0000140,old singleton,6665,1,6,1056.333333,65.4,192,281,5862,0.514236999,0.524637681,0.112639,0.4174,2.191538462,0.934285899,6.793103448,0.937996032,328,0.775641026,417,0.813262599
FBgn0043799,old singleton,1783,2,3,1096.333333,93.5,112.3333333,42,1431,0.529986053,0.552998605,0.104246,0.3867,1.134871795,0.677592184,2.034482759,0.772321429,81,0.519230769,124,0.559386973
FBgn0039224,old singleton,1889,1,2,918.5,52,346,102,1386,0.58387329,0.536357091,0.143851,0.4066,0.034871795,0.934547908,0.068965517,1,7,0.971153846,54,0.965517241
FBgn0039254,old singleton,2164,4,8,228.25,176.1666667,49.5,208.5,982.5,0.52991453,0.531623932,0.0812322,0.3571,6.590769231,0.568035944,5.896551724,0.628571429,179,0.50887574,211,0.474801061
FBgn0039280,old singleton,1728,1,5,284,77,296,20,1101,0.457427536,0.559782609,0.0963553,0.4149,7.092307692,0.562393076,7.793103448,0.684782609,296,0.564102564,591,0.600880411
FBgn0000206,old singleton,4955,1,6,502.1666667,388.4,86,150,2688,0.521367521,0.488294314,0.0828422,0.4201,6.743846154,0.97193713,13.31034483,0.858974359,75,0.798076923,112,0.84137931
FBgn0002578,old singleton,1767,2,3,689.6666667,62,95,621.5,468,0.537154989,0.481953291,0.218057,0.4952,23.42717949,0.976855401,19.4137931,0.955606147,1717,0.765575334,2440,0.783324756
FBgn0039404,old singleton,721,1,2,328.5,64,27,42,585,0.542517007,0.586734694,0.132214,0.4481,6.394871795,0.731209769,31.89655172,0.729828042,930,0.527472527,492,0.657471264
FBgn0039407,old singleton,1798,2,5,328.2,364.5,78,18,951,0.541928721,0.503144654,0.124329,0.4136,1.052820513,0.847420704,1.75862069,0.853571429,83,0.582417582,224,0.605363985
FBgn0039408,old singleton,1744,2,3,570.3333333,312,396,44,603,0.595709571,0.524752475,0.147474,0.417,0.135128205,0.993058185,0.137931034,0.964285714,8,0.976923077,19,0.706896552
FBgn0039405,old singleton,877,1,2,407,63,168.5,0,474,0.517819706,0.438155136,0.199577,0.4082,7.85,0.641569899,16.62068966,0.716931217,480,0.53950104,560,0.605363985
FBgn0039403,old singleton,891,1,3,257.6666667,59,56,30,684,0.538573508,0.569141194,0.141431,0.4924,1.923076923,0.879464286,5.103448276,0.870535714,164,0.617948718,263,0.710591133
FBgn0002592,old singleton,957,1,1,957,0,108,192,654,0.563165906,0.534246575,0.234793,0.4207,0.541794872,0.887649298,7.517241379,0.917748918,207,0.905769231,507,0.82635468
FBgn0039419,old singleton,4453,2,2,3767.5,0,457,913.5,2394,0.572382144,0.484772632,0.126577,0.4157,10.48358974,0.921222278,3.75862069,0.479591837,126,0.836538462,180,0.724137931
FBgn0039429,old singleton,2733,1,7,272.8571429,137.1666667,104,234,1569,0.536895674,0.529898219,0.123487,0.4561,0.038461538,0.954545455,0.034482759,1,4,1,5,0.862068966
FBgn0039450,old singleton,1936,3,6,298.6666667,211.6,107,206,1192,0.554177006,0.483870968,0.174971,0.4369,16.92717949,0.804130963,17.44827586,0.674285714,599,0.415800416,1006,0.456321839
FBgn0039449,old singleton,2225,1,3,700.3333333,62,125,854,1119,0.570409982,0.512477718,0.134912,0.3787,0.882564103,0.964529332,10.79310345,0.88465251,275,0.736263736,277,0.776328052
FBgn0039459,old singleton,1184,1,1,1184,0,94,103,984,0.583586626,0.518743668,0.150691,0.4298,1.213333333,0.758517261,6.551724138,0.884920635,284,0.707459207,230,0.854231975
FBgn0011289,old singleton,5352,3,8,205.625,645.75,105,322,1053,0.572207084,0.539509537,0.124541,0.4662,15.80282051,0.530483194,43.34482759,0.568080357,1579,0.470884256,2027,0.648313965
FBgn0039555,old singleton,1341,1,1,1341,0,94,65,1179,0.567681895,0.529610829,0.140536,0.4256,10.76051282,0.472192146,22.06896552,0.778892456,938,0.507918552,1746,0.556650246
FBgn0039554,old singleton,2740,1,5,498.2,62.25,88,261,2139,0.548085901,0.506069094,0.102695,0.3992,6.058461538,0.41311118,6.793103448,0.784438776,273,0.688461538,568,0.733156499
FBgn0039589,old singleton,2294,1,3,726.3333333,57.5,89,482,1605,0.521144279,0.529228856,0.121429,0.4385,3.008717949,0.654280279,5.896551724,0.866071429,203,0.604700855,282,0.818390805
FBgn0026400,old singleton,1230,1,2,569,92,67,123,945,0.561181435,0.578059072,0.176505,0.4453,9.995384615,0.792745183,46.51724138,0.750633981,1700,0.578006501,1267,0.6223162
FBgn0039664,old singleton,1916,2,2,1527.5,0,77,466.5,981,0.617886179,0.516260163,0.115212,0.4579,1.865641026,0.547631579,3.172413793,0.801020408,115,0.485576923,135,0.369458128
FBgn0039665,old singleton,1995,2,5,270.4,352.5,124,224,753,0.632275132,0.456349206,0.142465,0.4461,3.155641026,0.612690731,7.620689655,0.833333333,416,0.648217636,1277,0.654875149
FBgn0039663,old singleton,4483,2,5,743.4,334.6666667,89,528.3333333,1929,0.577639752,0.503623188,0.0915926,0.4479,4.019230769,0.626993427,1.379310345,0.905844156,60,0.708791209,99,0.871921182
FBgn0039686,old singleton,3726,1,3,490.3333333,1127.5,434,143,891,0.605145414,0.478747204,0.187812,0.4371,0.732564103,0.769714388,11.89655172,0.943763326,84,0.715384615,520,0.947859404
FBgn0039687,old singleton,792,1,2,368,56,84,43,606,0.52545156,0.553366174,0.154499,0.482,4.204358974,0.852534074,10.44827586,0.771777003,302,0.591715976,409,0.820794148
FBgn0039689,old singleton,1106,1,2,524,58,79,78,888,0.555555556,0.543209877,0.148015,0.4743,10.92923077,0.564527313,15.72413793,0.689209726,607,0.562009419,697,0.384902144
FBgn0051036,old singleton,4786,2,10,348,178.7777778,187,111,3019.5,0.556547619,0.529431217,0.100079,0.391,0.696923077,0.952424967,1.068965517,0.666666667,15,0.923076923,69,0.694581281
FBgn0051040,old singleton,2507,1,4,585,55.66666667,29,82,2226,0.525796321,0.501570211,0.140939,0.4237,10.69179487,0.911317279,5.310344828,0.485714286,188,0.657894737,218,0.497536946
FBgn0039722,old singleton,1356,1,3,231.6666667,330.5,89,150,453,0.578947368,0.528508772,0.206256,0.4621,19.95846154,0.947231259,9.689655172,0.812698413,103,0.598290598,146,0.794745484
FBgn0260468,old singleton,1273,2,3,728,93,279.3333333,196,474,0.591194969,0.530398323,0.195211,0.5325,10.50410256,0.351689612,13.4137931,0.63877551,515,0.455882353,801,0.532288401
FBgn0039748,old singleton,1641,2,3,674,248,122,466,588,0.560067682,0.521150592,0.139274,0.4084,2.356923077,0.819036666,1.379310345,0.797619048,73,0.757692308,119,0.793103448
FBgn0039751,old singleton,1915,2,7,276.7142857,66.6,43,508.5,762,0.539869281,0.541176471,0.0847168,0.46,7.646666667,0.589350604,8.034482759,0.441326531,286,0.538461538,299,0.347126437
FBgn0039749,old singleton,7452,2,8,364.5,850.6666667,296,67,1653,0.588578089,0.492424242,0.092124,0.3962,0.496923077,0.881016644,1.482758621,0.968944099,15,0.966346154,156,0.971196755
FBgn0039732,old singleton,716,1,2,327,62,102,66,483,0.510288066,0.594650206,0.164437,0.4573,4.452820513,0.53491794,15,0.674418605,301,0.459615385,502,0.590627763
FBgn0039774,old singleton,6216,6,12,343.8333333,1319.090909,229.5,175,2112,0.551300236,0.513002364,0.121178,0.4803,8.103076923,0.906982804,8.724137931,0.761904762,302,0.801412873,490,0.738052027
FBgn0260440,old singleton,2166,1,2,1043.5,79,129,260,1695,0.57008245,0.518256773,0.132853,0.4298,0.929230769,0.923437234,3.482758621,0.973522167,65,0.681318681,269,0.919965943
FBgn0039771,old singleton,971,1,3,284.3333333,59,12,73,765,0.481770833,0.520833333,0.173726,0.4065,0.03974359,0.856359649,0.034482759,1,5,0.974358974,5,1
FBgn0039799,old singleton,1595,2,2,1315.5,0,64,378.5,870,0.525773196,0.532646048,0.107349,0.4078,2.029230769,0.997759207,4,0.981910946,83,0.748251748,122,0.834154351
FBgn0039809,old singleton,1712,1,3,533.6666667,55.5,104,324,1170,0.543052003,0.527706735,0.158667,0.4265,5.574102564,0.962934563,9.344827586,0.941747573,169,0.728937729,397,0.723354232
FBgn0039807,old singleton,1822,1,1,1822,0,52,537,1230,0.539334955,0.561232766,0.150718,0.4023,3.339230769,0.943913643,4.551724138,0.821428571,142,0.71719457,292,0.82024945
FBgn0039820,old singleton,1187,1,2,400.5,386,88,269,441,0.621621622,0.486486486,0.129637,0.3765,0.280769231,0.940298507,0.379310345,0.9375,21,0.923076923,78,0.9
FBgn0010808,old singleton,1300,1,3,313.3333333,180,60.5,147,669,0.586309524,0.529761905,0.209261,0.4941,41.55333333,0.527813836,33.20689655,0.677455357,1475,0.602071006,3170,0.462177288
FBgn0039828,old singleton,1327,1,3,402.3333333,60,86,197,921,0.563852814,0.588744589,0.213694,0.5081,6.498205128,0.765289937,22.31034483,0.795014881,831,0.505769231,1340,0.632683658
FBgn0039835,old singleton,815,1,3,234.6666667,55.5,47,69,585,0.493197279,0.530612245,0.152367,0.4562,7.994102564,0.591526511,4.517241379,0.723809524,171,0.6,635,0.54789272
FBgn0061476,old singleton,2411,1,4,558,59.66666667,87,219,1923,0.521806854,0.510384216,0.0769035,0.4016,1.017692308,0.904297836,2.068965517,0.933673469,112,0.679487179,176,0.855983773
FBgn0003268,old singleton,7294,1,14,462.7857143,62.69230769,72,137,6267,0.502551834,0.518660287,0.0828007,0.4261,1.454358974,0.87882255,2.413793103,0.927018634,114,0.725274725,196,0.793103448
FBgn0039858,old singleton,16023,5,10,750.4,4357.875,366.2,1550.5,1698,0.58377425,0.504409171,0.132643,0.4734,134.1525641,0.497010489,160.8965517,0.404491342,3838,0.281459566,5035,0.468943053
FBgn0039857,old singleton,1413,2,4,430,251.5,46,132,757.5,0.604562738,0.522179975,0.287585,0.6054,414.3423077,0.557704443,1225.068966,0.729013433,32620,0.373940678,54501,0.367812015
FBgn0039882,old singleton,3320,1,2,1079,1162,445,249,1461,0.557377049,0.480191257,0.100681,0.4064,13.61051282,0.773030491,3.965517241,0.625,185,0.6996337,419,0.406296852
FBgn0021847,old singleton,4341,2,10,317.7,225.7777778,181,312,2568,0.537896365,0.518948183,0.120759,0.3854,9.642307692,0.579137632,4.896551724,0.613095238,188,0.737179487,424,0.604462475
FBgn0033072,old singleton,2250,1,2,881,488,160,87,1512,0.587458746,0.565676568,0.116281,0.3722,0.088205128,0.805519897,0.034482759,1,9,0.980769231,15,0.517241379
FBgn0033062,old singleton,4798,6,14,343.9285714,206.25,111.75,423.625,2455.5,0.514830508,0.564265537,0.0868729,0.4215,10.17820513,0.571942034,40.37931034,0.80076244,1003,0.756878158,1156,0.727851459
FBgn0033085,old singleton,589,1,2,268.5,52,35,31,468,0.52866242,0.566878981,0.156502,0.4682,7.226666667,0.507655502,17.27586207,0.638095238,493,0.480769231,404,0.585094549
FBgn0033086,old singleton,1053,3,5,275.8,86.33333333,103,257,489,0.522633745,0.488340192,0.0999584,0.4044,11.27897436,0.913326141,8.103448276,0.92074364,238,0.699430199,556,0.658553076
FBgn0033088,old singleton,1458,2,5,416,59.66666667,78,240.5,984,0.535750252,0.450151057,0.100389,0.404,6.921794872,0.593412233,3.413793103,0.714285714,158,0.604395604,292,0.576802508
FBgn0042083,old singleton,2574,1,4,535.25,144.3333333,104,300,1734,0.546344272,0.52964882,0.115126,0.4358,13.16897436,0.6256183,4.586206897,0.771825397,337,0.779230769,507,0.637147335
FBgn0033087,old singleton,3219,2,4,869.5,75.66666667,331,878,1839,0.555555556,0.498644986,0.0829217,0.4209,6.574358974,0.42117064,6.034482759,0.619047619,204,0.625506073,230,0.505747126
FBgn0033081,old singleton,1132,2,3,666.6666667,71,155.3333333,188,576,0.597582038,0.587219344,0.14225,0.496,6.904358974,0.897102576,57,0.885496183,2379,0.676801459,2747,0.755060523
FBgn0033122,old singleton,2880,3,6,343.6666667,387,302,154,1242,0.641390205,0.525276461,0.153179,0.4382,2.607948718,0.481187694,9.310344828,0.743506494,278,0.627218935,578,0.753763963
FBgn0022960,old singleton,10428,2,5,875.2,3443,294,1268,1903.5,0.562893082,0.522012579,0.143487,0.4969,5.103076923,0.759375503,11.86206897,0.803908356,339,0.555555556,629,0.666861485
FBgn0034532,old singleton,2032,1,3,639,57.5,80,106,1728,0.489890237,0.541305604,0.102458,0.4135,2.801025641,0.994395549,4.137931034,0.959183673,108,0.778846154,251,0.806715064
FBgn0034537,old singleton,1830,1,5,316.8,61.5,135,147,1299,0.553763441,0.556067588,0.130697,0.4592,3.804102564,0.458843329,16.03448276,0.739158163,412,0.61018711,765,0.668103448
FBgn0034530,old singleton,5321,2,5,658.2,1105.5,379.6666667,610,1539,0.567444877,0.492866407,0.129039,0.41,2.403846154,0.886298465,2,0.776785714,78,0.663461538,192,0.833855799
FBgn0034504,old singleton,3452,4,9,450.4444444,269.4285714,237.6,359,1761,0.612938596,0.515899123,0.186054,0.4075,9.51974359,0.571884945,46.17241379,0.716904762,677,0.556267806,1349,0.754258413
FBgn0034506,old singleton,2174,2,6,539.5,76.5,65,109,1689,0.543057996,0.512009373,0.172597,0.4237,1.305384615,0.998027427,4.793103448,0.975903614,62,0.740384615,133,0.843390805
FBgn0002716,old singleton,3354,1,3,766.6666667,527,443,418,993,0.519076305,0.502008032,0.122739,0.3801,1.686923077,0.569504236,1.103448276,0.654761905,39,0.663461538,22,0.655172414
FBgn0034463,old singleton,2027,2,5,238,254.25,161,12,802.5,0.494699647,0.527679623,0.102088,0.3731,1.97974359,0.998501387,2.172413793,0.960714286,46,0.743589744,116,0.844006568
FBgn0040732,old singleton,1124,2,4,343.5,72.5,318.5,229,381,0.513020833,0.494791667,0.193878,0.4845,130.4435897,0.920971873,219.3103448,0.880667967,3229,0.621708828,3910,0.895341803
FBgn0034391,old singleton,11296,1,6,924.3333333,1150,149.6666667,471,4623,0.545179421,0.492001729,0.176282,0.4426,0.052051282,0.729532164,4.344827586,0.958128079,36,0.884615385,593,0.889459526
FBgn0034399,old singleton,1580,1,4,167.25,303.6666667,129,87,450,0.474613687,0.459161148,0.153033,0.418,50.87461538,0.829936141,6.448275862,0.717687075,397,0.614316239,1422,0.584625119
FBgn0023214,old singleton,6010,1,2,727,4556,309,302,531,0.565543071,0.498127341,0.223294,0.4474,3.845384615,0.717264971,6.724137931,0.600446429,169,0.728937729,624,0.768837803
FBgn0050120,old singleton,2873,1,7,361.8571429,56.66666667,347,52,1437,0.494444444,0.575,0.109712,0.459,0.556923077,0.612128146,1.413793103,0.547619048,70,0.739316239,312,0.545454545
FBgn0015522,old singleton,1746,1,1,1746,0,733,248,762,0.581699346,0.512418301,0.177547,0.4107,12.41769231,0.616129961,15.86206897,0.876213592,809,0.70388751,471,0.865301724
FBgn0034242,old singleton,1513,2,5,317.2,58.66666667,189.3333333,72,747,0.522666667,0.606666667,0.141744,0.4459,12.26615385,0.920079947,73.55172414,0.746061923,1298,0.495819398,701,0.472333601
FBgn0034264,old singleton,1748,1,3,467.3333333,173,131,203,1065,0.5,0.531835206,0.123189,0.423,1.937948718,0.845666619,1.75862069,0.914285714,85,0.936298077,309,0.768103448
FBgn0034266,old singleton,6074,2,9,399.7777778,423.1428571,24,307.5714286,1254,0.497215593,0.514717582,0.113956,0.4319,3.723076923,0.842168675,2.275862069,0.642857143,181,0.628959276,517,0.786877395
FBgn0034267,old singleton,6074,4,10,371.8,533.4444444,388.6,196,1330.5,0.54985119,0.48735119,0.102034,0.4178,2.402820513,0.906137786,2.137931034,0.592857143,176,0.640271493,522,0.791239515
FBgn0050105,old singleton,706,1,2,321,64,92,82,465,0.465811966,0.557692308,0.158214,0.4225,3.246923077,0.778923925,3.24137931,0.859022556,127,0.68956044,251,0.787192118
FBgn0034224,old singleton,1059,2,2,956.5,0,203.5,222,528,0.581920904,0.578154426,0.210578,0.3916,0.406923077,0.99544871,1.793103448,0.985521236,37,0.801282051,243,0.882131661
FBgn0027506,old singleton,12766,2,7,470.7142857,1616.666667,486,400,2251.5,0.524944812,0.52406181,0.0858226,0.4034,9.186666667,0.670392005,14.89655172,0.821428571,547,0.669365722,966,0.633153303
FBgn0029885,old singleton,911,1,2,425.5,60,115,132,486,0.568507157,0.593047035,0.164836,0.4441,11.38358974,0.524246262,19.27586207,0.592063492,709,0.458265139,1171,0.465760078
FBgn0029882,old singleton,1136,1,3,298,121,88,113,690,0.541125541,0.587301587,0.142801,0.4764,15.55666667,0.707949835,30.96551724,0.781179138,1298,0.567489115,1788,0.752952291
FBgn0029915,old singleton,15286,3,5,644.8,6889.5,208,137,588,0.539534884,0.541085271,0.107814,0.4304,5.065128205,0.861860837,2,0.863095238,119,0.686390533,264,0.76673428
FBgn0029943,old singleton,9149,1,6,236.3333333,1546.2,98,510,807,0.522222222,0.511111111,0.0948015,0.4554,8.987948718,0.734309658,3.586206897,0.85,212,0.839587242,397,0.619644723
FBgn0010292,old singleton,1764,1,5,303.6,61.5,112,95,1308,0.535469108,0.548436308,0.143935,0.4791,6.457948718,0.668051209,7.793103448,0.775345622,345,0.698224852,850,0.56923919
FBgn0029976,old singleton,6356,2,12,478,110.6,775,619,3351,0.535480024,0.509838998,0.108974,0.4416,4.297948718,0.629638395,14.20689655,0.545238095,278,0.610769231,262,0.582758621
FBgn0003656,old singleton,11417,3,13,467.6923077,701.9166667,499.5,598,3191,0.553062179,0.517297803,0.0752371,0.4363,14.20461538,0.729765321,32.37931034,0.678951368,832,0.611794872,912,0.591549296
FBgn0030030,old singleton,3039,3,7,558.8571429,199,136,661.6666667,1130,0.527415144,0.463011314,0.108926,0.4242,9.021794872,0.646839948,10.44827586,0.649234694,256,0.590909091,542,0.599839615
FBgn0030029,old singleton,1483,1,3,316,267.5,67.5,171,639,0.512461059,0.521806854,0.180697,0.4357,3.544102564,0.946827843,3.931034483,0.858695652,180,0.822115385,76,0.772413793
FBgn0030067,old singleton,2063,2,5,359.6,176,99,255.5,1029,0.546511628,0.602713178,0.15329,0.4743,4.23025641,0.791254666,47.17241379,0.887212332,2287,0.636810678,1004,0.601724138
FBgn0027330,old singleton,3565,2,6,703.3333333,91,112,170.5,2962.5,0.548728114,0.531879749,0.145374,0.4536,2.566923077,0.814711477,4.310344828,0.849702381,210,0.613360324,466,0.692589875
FBgn0030107,old singleton,1252,1,1,1252,0,19,120,1110,0.583108715,0.516621743,0.172554,0.393,0.036153846,0.864988558,0.034482759,1,11,0.967948718,159,0.969979716
FBgn0040235,old singleton,1309,1,2,623,63,101,365,777,0.605128205,0.567948718,0.23591,0.5087,6.382820513,0.356500915,21,0.684907834,617,0.413967611,1261,0.649679585
FBgn0030081,old singleton,2235,1,4,510.75,64,110,124,1806,0.545052515,0.540630182,0.112737,0.4307,2.323846154,0.752492598,3.931034483,0.884920635,195,0.621794872,361,0.657262278
FBgn0028327,old singleton,2611,2,4,790.75,668,190.5,482,906,0.590759076,0.510451045,0.189945,0.5292,52.26051282,0.877945694,142.2068966,0.596055437,3340,0.491816694,5202,0.599096083
FBgn0052694,old singleton,17193,7,16,613.5,1754.692308,173.75,1159,837.8571429,0.501369863,0.513242009,0.197319,0.3852,10.88102564,0.930794718,21.82758621,0.72172619,319,0.819368132,418,0.887403237
FBgn0030174,old singleton,15240,6,14,672.3571429,1647.636364,331,1156.5,1259,0.546236559,0.524731183,0.092272,0.3858,3.267948718,0.855978188,11.5862069,0.719924812,301,0.827972028,148,0.838196286
FBgn0030167,old singleton,2412,2,7,263.2857143,117.1428571,27,52,1731,0.525510204,0.583333333,0.1493,0.4229,0.04025641,0.99352548,0.24137931,0.985714286,2,1,3,0.931034483
FBgn0030217,old singleton,3048,1,2,1391,266,128,764,1887,0.543915344,0.514814815,0.114369,0.3904,1.080769231,0.691206869,1.275862069,0.705357143,53,0.528846154,102,0.643678161
FBgn0050295,old singleton,8355,4,15,259.9333333,468.4615385,135.75,78.5,1971,0.524407252,0.548582055,0.114232,0.36,1.452564103,0.885409412,3.068965517,0.770833333,62,0.561538462,94,0.764367816
FBgn0034576,old singleton,1009,1,4,178,99,44.5,110,510,0.576998051,0.504873294,0.20035,0.5398,100.9830769,0.546476323,51.51724138,0.700134771,2560,0.802907619,5220,0.653126826
FBgn0050291,old singleton,1822,1,4,413.75,55.66666667,78,47,1527,0.559477124,0.550326797,0.123934,0.4816,11.01794872,0.745722868,24.65517241,0.617096019,680,0.430232558,980,0.471264368
FBgn0034567,old singleton,2663,1,3,849,58,298,530,1716,0.573589296,0.509598604,0.135798,0.4218,1.942564103,0.883296836,3.413793103,0.881987578,31,0.83974359,83,0.716475096
FBgn0011674,old singleton,14767,1,4,971.75,3626.666667,180.5,946,2577,0.586046512,0.512015504,0.139838,0.4252,2.265641026,0.727822444,4.206896552,0.700549451,135,0.75,248,0.775339603
FBgn0034641,old singleton,6393,2,12,479.1666667,104.7,166,472,4632,0.524703344,0.519309601,0.0753619,0.4251,4.868717949,0.664749791,8.517241379,0.83968254,379,0.621978022,464,0.694057227
FBgn0034642,old singleton,2356,2,4,522,273.5,184.5,192,1335,0.53064275,0.525411061,0.12239,0.4293,3,0.951998933,3.827586207,0.943521595,102,0.736686391,130,0.91954023
